,country,volume,cases,deaths,index,nn-score_avg,textblob-score_avg,vader-score_avg,native-score_avg
340,England,-0.8102795158280376,-0.8196927425979564,-0.7588865336730883,0,0.2555758202375268,0.1257713522679339,0.058056374823196005,0.35814459811030375
341,Scotland,-0.5884611100417161,-0.9089505894131579,-0.9611851324697409,0,-0.04649561293098608,0.03191596369321097,0.005721688531033771,0.2524525252066405
342,Northern Ireland,-0.5482941516901955,0.0,-0.7306542377626901,0,0.27777777777777773,0.04430555555555555,0.1398222222222222,0.5
343,Wales,-0.3535047972402226,0.0,-0.5727389017177063,0,0.5666666666666667,-0.035386967893217866,-0.12273841666666664,0.23722222222222222
344,England,-0.6446454552563518,-0.7055557480682816,-0.7652180794540121,0,0.10004071982681607,0.06877562698838215,0.06653650861245111,0.42664241952343557
345,Scotland,-0.6998402735704922,-0.8569183924262297,-0.9542431410908555,0,-0.0013056835637480805,-0.003127438913305455,-0.016977317801672633,0.10727939921488308
346,Northern Ireland,-0.9598614360140448,0.0,-0.7211674632857679,0,-0.27777777777777773,0.01766900152316815,-0.01628888888888889,-0.05555555555555556
347,Wales,-0.6236949080274551,0.0,-0.5794201202168421,0,0.44212962962962965,0.054186045418480835,-0.00976122685185185,0.2013888888888889
348,England,-0.2810584930258221,-0.7566170350947151,-0.7709956149791051,0,0.19380241388279,0.09576266312728299,0.10024575660724899,0.4906432161681346
349,Scotland,-0.6998402735704922,-0.9089505894131579,-0.9473011497119701,0,0.151036866359447,0.05442562748258312,0.006151340245775733,0.23748079877112133
350,Northern Ireland,0.06905677479557852,0.0,-0.7282825441434595,0,0.3888888888888889,0.12331649831649832,0.34527407407407407,0.7592592592592592
351,Wales,-0.19139073076788315,0.0,-0.5538087826368211,0,0.23590686274509803,0.059735711677347654,0.041665502450980385,0.1764705882352941
352,England,0.0986878897482867,-0.771635060690725,-0.768383852344474,0,0.31291059034711055,0.10728146516242389,0.042103824437163546,0.35281440511063517
353,Scotland,0.016168634828782624,-0.7528539984523733,-0.971598119538069,0,0.2973476702508961,0.048655669523022624,0.07576797132616486,0.13154121863799284
354,Northern Ireland,-0.7540777938521201,0.0,-0.7330259313819206,0,0.0,0.08809974747474747,0.18176250000000002,0.5
355,Wales,-0.6777329301849015,0.0,-0.5504681733872532,0,0.445,0.03887456629432073,0.034482,0.35
356,England,-0.0911853016387677,-0.8046747170019466,-0.768383852344474,0,0.14630430919714937,0.0815122938556967,0.08875464130551344,0.3798574498578225
357,Scotland,-0.47708194651294006,-0.9089505894131579,-0.9611851324697409,0,0.001107216532486269,0.025626259431326445,-0.011775001140989831,0.14031892947770047
358,Northern Ireland,-0.4454023306092332,0.0,-0.7187957696665372,0,0.20833333333333334,0.02185763888888888,0.11643124999999999,0.25
359,Wales,-0.4615808415551156,0.0,-0.563830610385525,0,0.4652777777777778,0.021198938583921197,0.18628148148148146,0.26157407407407407
360,England,-0.08310559136697815,-0.7926602965251387,-0.7660886669988891,0,0.27537353393964903,0.1360010738539821,0.10293347510097658,0.44945046285057016
361,Scotland,0.14345910743309814,-0.9089505894131579,-0.9785401109169544,0,0.16793596895464463,0.04368218785542032,-0.002540209960384828,0.2788455008488964
362,Northern Ireland,-0.5482941516901955,0.0,-0.7353976250011512,0,0.6666666666666666,0.41458333333333336,0.04165000000000003,0.8333333333333334
363,Wales,-0.19139073076788315,0.0,-0.5693982924681382,0,0.1795343137254902,0.14276423458693238,0.07513170955882353,0.34987745098039214
364,England,-0.19622153517203184,-0.8407179784323703,-0.7627646054639041,0,0.14645477001250276,0.11763795304009403,0.0886963641671637,0.38420771260061476
365,Scotland,0.14345910743309814,-1.0650471803739423,-0.9507721454014127,0,0.007337128399746984,0.018762899669480033,0.004405330261136717,0.18763892653835726
366,Northern Ireland,0.17194859587654085,0.0,-0.7306542377626901,0,-0.3333333333333333,0.414203668630752,0.3035861111111111,0.6944444444444445
367,Wales,0.0787993800193493,0.0,-0.5883284115490234,0,0.21509740259740262,0.11165007747933879,0.24485636363636365,0.1314935064935065
368,England,-0.25681936221045343,-0.8467251886707742,-0.7626854611416426,0,0.1179237549431046,0.07663145788160146,0.06081484308876028,0.3239703164010171
369,Scotland,-0.12703314685107234,-0.9089505894131579,-0.9525076432461341,0,0.010776063581112664,0.0291760397039587,-0.024068406965871897,0.19967274427302478
370,Northern Ireland,-0.4454023306092332,0.0,-0.7377693186203819,0,0.125,-0.023615056818181834,0.09471041666666669,0.16666666666666666
371,Wales,-0.515618863712562,0.0,-0.5950096300481592,0,0.06372549019607843,-0.02296884490097862,-0.03286384803921572,-0.3014705882352941
372,England,-0.8143193709639324,-0.8377143733131683,-0.7713121922681513,0,0.018440782976356096,0.062287694639897716,0.06096496462803775,0.20673596495730884
373,Scotland,-0.76348550987265,-0.960982786400086,-0.9525076432461341,0,-0.03486039577121171,-0.005124356351642432,-0.05495393256227223,0.1403060148790699
374,Northern Ireland,-0.4454023306092332,0.0,-0.7282825441434595,0,0.19047619047619047,0.0836507936507936,0.319002380952381,0.6190476190476191
375,Wales,-0.3535047972402226,0.0,-0.5114943988089603,0,0.3982843137254902,0.019880844620044948,0.11183161764705882,0.5232843137254902
376,England,-0.6406056001204571,-0.8196927425979564,-0.7742405321918284,0,0.20229504807409002,0.09429231865886947,0.06469309536425952,0.3492241639398644
377,Scotland,-0.222501001304309,-0.9089505894131579,-0.9733336173827903,0,0.1517562724014337,0.08830591662455138,-0.014310487455197123,0.08587813620071687
378,Northern Ireland,-0.7540777938521201,0.0,-0.7353976250011512,0,0.16666666666666666,0.18169642857142856,0.3102416666666667,0.4166666666666667
379,Wales,-0.6777329301849015,0.0,-0.5437869548881172,0,0.1823529411764706,0.09635371047457442,0.3055039215686275,0.6470588235294118
380,England,0.00981107675860166,-0.7415990094987053,-0.771707913879459,0,0.28045833699959427,0.10868399752317025,0.04835932189559106,0.40115438326200203
381,Scotland,0.2866608891129531,-1.0130149833870141,-0.976804613072233,0,0.05715510441316892,-0.020027429525139792,-0.054938149167600786,0.31085813924523603
382,Northern Ireland,-0.5482941516901955,0.0,-0.7377693186203819,0,0.3611111111111111,0.14803295855379187,0.14908055555555558,0.05555555555555557
383,Wales,0.18687542433424228,0.0,-0.5660576832185703,0,0.5837912087912087,0.1635462584290709,0.3239041552197802,0.19574175824175827
384,England,-0.13158385299771544,-0.7656278504523211,-0.7798597790723983,0,0.23301228678856137,0.11562231261041207,0.13188783240956473,0.45173537613894243
385,Scotland,0.06390256205540094,-1.0130149833870141,-0.982011106606397,0,0.06391897371024506,0.056820914574923845,0.05301743062651032,0.26196208177232844
386,Northern Ireland,-0.9598614360140448,0.0,-0.7330259313819206,0,0.5,0.10281635802469136,0.257725,0.5
387,Wales,-0.3535047972402226,0.0,-0.5705118288846609,0,0.02878151260504204,0.025259742930361203,0.055314016106442584,0.24299719887955185
388,England,-0.462851974141087,-0.7325881941410993,-0.7676715534441201,0,0.15013963517516107,0.07160258344756948,-0.022098739680248135,0.3181720595818131
389,Scotland,-0.06338791054891459,-1.0650471803739423,-0.9889530979852824,0,0.0890146933846646,0.05981936494519999,0.060003410500574436,0.08672721560076693
390,Northern Ireland,-0.34251050952827083,0.0,-0.7353976250011512,0,0.25925925925925924,0.02834595959595958,0.16999074074074072,0.2962962962962963
391,Wales,0.0787993800193493,0.0,-0.483655988395894,0,-0.11634615384615385,0.03373886855332165,-0.09254543269230772,0.06442307692307692
392,England,-0.624446179576878,-0.7926602965251387,-0.7744779651586131,0,0.2742575694563877,0.1270527993532954,0.1983144082325843,0.478317100744165
393,Scotland,-0.1906783831532301,-1.0650471803739423,-0.9681271238486263,0,-0.12537731206995298,-0.015536091077796388,-0.11449305752705458,0.022947211457242194
394,Northern Ireland,-0.9598614360140448,0.0,-0.7282825441434595,0,-0.16666666666666666,0.10437127976190476,0.18116666666666667,0.16666666666666666
395,Wales,-0.13735270861043666,0.0,-0.5504681733872532,0,0.225,0.0970623972092722,0.11997487499999998,0.315
396,England,-0.3618555957437176,-0.861743214266784,-0.7731325116801668,0,0.15272217846133043,0.08559865559109053,0.05186819026221629,0.3157450415906116
397,Scotland,-0.8430420552503471,-0.8569183924262297,-0.971598119538069,0,-0.12131058126850555,0.02685699118321589,0.007681761337073389,-0.029858189184977416
398,Northern Ireland,-0.6511859727711579,0.0,-0.7330259313819206,0,0.22222222222222224,-0.03403303872053872,0.29696388888888886,0.3888888888888889
399,Wales,-0.4615808415551156,0.0,-0.5716253653011836,0,0.2435224089635854,0.08029563967843024,-0.05952697829131655,-0.04936974789915968
400,England,-0.624446179576878,-0.8467251886707742,-0.7770897277932441,0,0.2297945036408475,0.05764209357362957,0.06428267005912126,0.47224862204111206
401,Scotland,-0.222501001304309,-1.0130149833870141,-0.9837466044511184,0,0.023658080888336725,0.023413724834521265,-0.06120903741049458,0.46100429048148733
402,Northern Ireland,-0.34251050952827083,0.0,-0.7353976250011512,0,-0.30952380952380953,0.07308585858585856,-0.24620238095238092,0.2619047619047619
403,Wales,-0.6777329301849015,0.0,-0.5950096300481592,0,0.3701923076923077,0.10281752029798899,0.04855080128205129,0.6538461538461539
404,England,-0.4426526984616131,-0.8887756603396018,-0.7804929336504907,0,0.22333110410113885,0.11336099975828677,0.10007812048924213,0.5210715972934131
405,Scotland,0.07981387113094039,-1.0130149833870141,-0.9889530979852824,0,-0.09157430383236834,0.02839065618414697,0.022877617038875114,0.26240970499035016
406,Northern Ireland,-0.6511859727711579,0.0,-0.7235391569049984,0,0.5555555555555556,0.05342592592592591,0.3378666666666667,0.6666666666666666
407,Wales,-0.4075428193976691,0.0,-0.4936778161445979,0,-0.02598039215686275,0.035132035663592055,0.009171127450980393,0.35
408,England,-0.022507764328556536,-0.8557360040283801,-0.7728159343911206,0,0.19657812359154955,0.07706464734573257,0.05033067171594838,0.2979838271533897
409,Scotland,-0.23841231037984842,-1.0650471803739423,-0.9802756087616756,0,-0.020853698273053115,0.03761060946861638,0.06448932225480611,0.21463017269468881
410,Northern Ireland,-0.13672686736634615,0.0,-0.7306542377626901,0,0.0,0.0019179292929292831,-0.054106666666666664,0.09999999999999999
411,Wales,-0.4075428193976691,0.0,-0.5938960936316366,0,0.1825,0.09917421536796531,0.21352575,0.3725
412,England,-0.12754399786182066,-0.9007900808164097,-0.7743196765140901,0,0.24506323945209027,0.08602189754880672,0.013259528541249233,0.45150889444205566
413,Scotland,0.04799125297986151,-1.0650471803739423,-0.9837466044511184,0,0.009142316976418366,0.011150162385617444,-0.1386027312165561,0.17581151567326683
414,Northern Ireland,-0.5482941516901955,0.0,-0.7353976250011512,0,0.26666666666666666,-0.019603174603174633,0.27920333333333336,0.3333333333333333
415,Wales,0.02476135786190281,0.0,-0.5872148751325007,0,0.3220651897122485,0.13400706742082352,0.20947888655462188,0.41660300483829893
416,England,-0.7214027028383525,-0.8797648449819959,-0.7469357410115948,0,0.1185589878036402,0.09454292873637407,0.020290331594504715,0.34737423041901655
417,Scotland,0.09572518020647983,-1.0650471803739423,-0.9889530979852824,0,0.18654943128171408,0.027198780356361855,0.10884969892389783,0.035525955037546485
418,Northern Ireland,-0.6511859727711579,0.0,-0.7211674632857679,0,0.07142857142857141,0.040948601662887364,0.04379285714285713,0.11904761904761905
419,Wales,-0.29946677508277614,0.0,-0.5771930473837968,0,0.6461111111111111,0.09761960828523324,0.18235875,0.7294444444444445
420,England,-0.47093168441287653,-0.8917792654588037,-0.7485977717790873,0,0.16329128305943674,0.10060701457040762,0.030701925636270524,0.31642258976677073
421,Scotland,-0.04747660147337514,-1.0130149833870141,-0.976804613072233,0,0.10671616316777609,0.045910166510396914,-0.010228356801501966,0.0683478409284861
422,Northern Ireland,-0.8569696149330825,0.0,-0.7282825441434595,0,0.16666666666666666,0.048611111111111126,0.12406666666666667,0.3888888888888889
423,Wales,-0.515618863712562,0.0,-0.5938960936316366,0,-0.3925,0.14450124273874274,0.03475812500000004,0.7225
424,England,-0.1841019697643475,-0.8857720552203998,-0.7425036589649481,0,0.16502897393904992,0.09232049298475564,0.03372561972957976,0.26377284259003936
425,Scotland,-0.23841231037984842,-1.0650471803739423,-0.9785401109169544,0,0.22139366010333753,0.041342131078600734,-0.02093115416841223,0.19834520318391285
426,Northern Ireland,-0.8569696149330825,0.0,-0.7377693186203819,0,-0.4444444444444444,0.35646164021164023,-0.22025555555555557,0.6666666666666666
427,Wales,-0.3535047972402226,0.0,-0.5849878022994554,0,0.09775641025641024,0.0545363664113664,-0.0007042467948717851,0.2419871794871795
428,England,-0.35377588547192806,-0.9188117115316214,-0.7493892150017027,0,0.16877046841161675,0.06587919534933936,-0.014094145699672923,0.35894651047163006
429,Scotland,0.03207994390432207,-1.0130149833870141,-0.982011106606397,0,0.1855606758832565,0.05532841488175588,0.03369769585253455,0.29044546850998465
430,Northern Ireland,-0.5482941516901955,0.0,-0.7377693186203819,0,0.3333333333333333,0.17274305555555555,0.24391666666666664,0.6666666666666666
431,Wales,-0.4075428193976691,0.0,-0.6061449942133857,0,0.0016025641025641107,0.05475141611860358,-0.06509839743589743,0.4839743589743589
432,England,-0.4386128433257183,-0.9067972910548135,-0.7621314508858118,0,0.183034898718655,0.10153987250008681,0.07645217232038438,0.3490689337989567
433,Scotland,-0.7475742007971106,-1.0650471803739423,-0.9906885958300038,0,0.17285543608124254,0.022151535408703862,0.041518700119474325,0.24755077658303468
434,Northern Ireland,-0.7540777938521201,0.0,-0.7377693186203819,0,-0.16666666666666666,0.05848484848484844,0.09971666666666668,0.16666666666666666
435,Wales,-0.08331468645299017,0.0,-0.6139397491290444,0,0.10652515723270436,0.11090458263109772,0.08618932783018868,0.2040094339622641
436,England,0.030010352438075535,-0.9458441576044392,-0.743057669220779,0,0.1521042384648844,0.0745942075987266,0.055529907151062645,0.2881004319311736
437,Scotland,-0.1906783831532301,-1.0650471803739423,-0.9941595915194464,0,0.04977049598367971,0.05353948327719922,-0.013590102533044329,0.3805792851374899
438,Northern Ireland,-0.033835046285383814,0.0,-0.725910850524229,0,0.25555555555555554,0.09134301346801343,0.10739388888888889,0.10000000000000002
439,Wales,-0.4615808415551156,0.0,-0.6206209676281803,0,0.44318181818181823,0.22651284763216578,0.34989568181818187,0.3568181818181818
440,England,-0.2487396519386639,-0.8917792654588037,-0.7403667622638863,0,0.10994723554184443,0.12174983350476737,0.10175599344181817,0.333778227027623
441,Scotland,-0.6043724191172556,-1.0650471803739423,-0.9854821022958398,0,0.139247311827957,0.07209788560539651,0.14777626588465298,0.2335288367546432
442,Northern Ireland,-0.4454023306092332,0.0,-0.7282825441434595,0,0.3333333333333333,0.07088348765432098,0.21390277777777778,0.3333333333333333
443,Wales,-0.6777329301849015,0.0,-0.6083720670464311,0,0.2403846153846154,0.13043678048142332,-0.10217027243589741,0.09775641025641024
444,England,-0.3456961752001385,-0.8467251886707742,-0.7394961747190093,0,0.016302524772591285,0.13380876183817644,0.05087988144985096,0.3992039679955423
445,Scotland,-0.41343671021078227,-1.0650471803739423,-0.987217600140561,0,-0.06320956265338913,0.06810039427098144,0.08495302584882672,0.001756802090506201
446,Northern Ireland,-0.5482941516901955,0.0,-0.7306542377626901,0,-0.19999999999999998,0.1329298941798942,0.2997666666666667,-0.2333333333333333
447,Wales,-0.839846996657241,0.0,-0.6050314577968631,0,0.645,-0.057415470607434876,0.35323325,0.76
448,England,-0.7456418336537212,-0.9458441576044392,-0.7503389468688413,0,0.2893843626240009,0.11926989414523836,0.17772564051865739,0.47656835411733295
449,Scotland,-0.38161409205970337,-1.0650471803739423,-0.9663916260039049,0,0.3129403040415276,0.06702798219072087,0.012770359040909654,0.16450376962056606
450,Northern Ireland,-0.2396186884473085,0.0,-0.7282825441434595,0,0.3,0.17354249338624336,0.283905,-0.03333333333333333
451,Wales,-0.6236949080274551,0.0,-0.611712676295999,0,0.23284313725490197,0.18664037337367606,0.001818137254901972,0.14215686274509803
452,England,-0.7618012541973003,-0.9037936859356116,-0.724537897811577,0,0.2277856389221693,0.06440669243792022,-0.012342227472572636,0.24317080588323836
453,Scotland,-0.6680176554194134,-1.0650471803739423,-0.9854821022958398,0,0.04918173224624839,0.0397271165438504,-0.01628990502776793,0.22876639489542716
454,Northern Ireland,-0.5482941516901955,0.0,-0.7377693186203819,0,-0.26666666666666666,0.022986251402918084,-0.27819999999999995,0.19999999999999998
455,Wales,-0.3535047972402226,0.0,-0.615053285545567,0,0.6179245283018868,0.07653892167938078,0.041778938679245314,0.685377358490566
456,England,-0.6850440066152995,-0.963865788319651,-0.7396544633635325,0,0.1465436855179449,0.05661915244825095,0.019358470768795884,0.15453872129507537
457,Scotland,-0.6839289644949528,-1.0650471803739423,-0.9646561281591836,0,0.09086021505376345,-0.05807656259697591,-0.13035236559139782,-0.07419354838709677
458,Northern Ireland,-0.9598614360140448,0.0,-0.7377693186203819,0,0.2777777777777778,-0.016666666666666666,-0.044816666666666664,0.16666666666666666
459,Wales,-0.5696568858700086,0.0,-0.6050314577968631,0,-0.041666666666666664,0.016477214105339085,-0.07551383333333334,-0.11499999999999999
460,England,-0.4870911049564556,-0.9067972910548135,-0.748993493390395,0,0.07385827023092291,0.1176093526449888,0.13987659729584037,0.40571985879021694
461,Scotland,-0.5248158737395584,-1.0650471803739423,-0.987217600140561,0,-0.022581495176165586,0.049307946209743186,0.09421223247906836,0.04919546092056611
462,Northern Ireland,-0.5482941516901955,0.0,-0.7377693186203819,0,0.2777777777777778,0.02003086419753088,-0.007047222222222242,0.3888888888888889
463,Wales,-0.731770952342348,0.0,-0.6105991398794763,0,0.6323529411764706,0.14128588585581534,0.36288529411764703,0.5318627450980392
464,England,0.0986878897482867,-0.8947828705780058,-0.7588865336730883,0,0.16225425367136592,0.08357431702316159,0.01613225959765471,0.39636521365654115
465,Scotland,-0.06338791054891459,-1.0650471803739423,-0.9924240936747251,0,0.044408602150537636,0.01722091343696885,0.042240395801331286,0.20880184331797236
466,Northern Ireland,-0.6511859727711579,0.0,-0.7330259313819206,0,0.023809523809523798,0.02261904761904762,-0.04269285714285714,0.07142857142857141
467,Wales,0.1328374021767958,0.0,-0.5994637757142499,0,0.4431022408963585,0.00550629334751576,0.11559203431372549,0.46673669467787116
468,England,-0.4062940022385601,-0.9188117115316214,-0.748281194490041,0,0.10514250601666363,0.07930681740521782,0.043402349591978646,0.30262354788332546
469,Scotland,-0.015653983322296255,-1.0650471803739423,-0.9889530979852824,0,0.15774266695925682,0.01741077399681264,0.06077279094433472,0.3268232023992393
470,Northern Ireland,-0.5482941516901955,0.0,-0.7164240760473067,0,0.5,0.08314814814814815,0.08982083333333335,0.5
471,Wales,-0.6777329301849015,0.0,-0.6028043849638178,0,0.4338235294117647,0.09428660068825508,0.2619533088235294,0.4607843137254902
472,England,-0.2608592173463482,-0.9788838139156609,-0.7410790611642403,0,0.12689916855245073,0.08864911253968938,0.053370900858643704,0.4235316134408805
473,Scotland,-0.31796885575754563,-1.0650471803739423,-0.9785401109169544,0,-0.019105691056910564,0.048157318934635006,0.015390100314712826,0.17713086808287437
474,Northern Ireland,-0.4454023306092332,0.0,-0.6998222207126927,0,0.5,0.09943580146705149,-0.1261277777777778,0.3333333333333333
475,Wales,-0.4075428193976691,0.0,-0.6028043849638178,0,-0.009615384615384609,0.16734758062394778,0.1194875,0.16346153846153846
476,England,-0.2487396519386639,-0.9188117115316214,-0.7380715769183015,0,0.01633168548637098,0.09932337585350176,0.05408237392411685,0.28334302126744937
477,Scotland,-0.7475742007971106,-1.0650471803739423,-0.9681271238486263,0,0.1595494111623144,0.04290550716457973,0.01524538146441372,0.11820276497695852
478,Northern Ireland,-0.2396186884473085,0.0,-0.692707139855001,0,0.23809523809523805,0.14011226207654778,0.2184380952380952,0.28571428571428575
479,Wales,-0.515618863712562,0.0,-0.6050314577968631,0,0.20666666666666667,0.05638755819604779,-0.05232191666666665,0.47750000000000004
480,England,-0.41841356764624443,-0.9548549729620451,-0.7253293410341924,0,0.27828380807852954,0.12327485857585345,0.09249724449621734,0.4944382108604982
481,Scotland,-1.0817116913834388,-1.0650471803739423,-0.9611851324697409,0,0.05483870967741935,0.046718231174298755,0.010691974910394256,0.12272401433691756
482,Northern Ireland,-0.5482941516901955,0.0,-0.7377693186203819,0,0.1111111111111111,0.08663194444444444,0.007000000000000006,0.2222222222222222
483,Wales,-0.6777329301849015,0.0,-0.611712676295999,0,-0.33235294117647063,0.10897984383147197,-0.09396541666666666,0.2514705882352941
484,England,-0.8587577774587749,-0.9488477627236411,-0.7351432369946242,0,0.09974932235281674,0.04820397325566317,0.024754771517466433,0.2927602123632918
485,Scotland,-0.6998402735704922,-1.0650471803739423,-0.9577141367802982,0,-0.04064801779192426,0.026148409070110127,-0.008734017465466943,0.0936157189202424
486,Northern Ireland,-1.0627532570950071,0.0,-0.7377693186203819,0,0.0,-0.20698653198653194,-0.22215,0.3333333333333333
487,Wales,-0.29946677508277614,0.0,-0.5883284115490234,0,0.29306722689075626,0.11268623654480728,0.04588336834733893,0.5129551820728291
488,England,-1.016312127758671,-0.9368333422468333,-0.7459860091444562,0,0.13857443737410455,0.12972149018453438,0.10881266076274869,0.34016445692855096
489,Scotland,-0.7475742007971106,-1.0650471803739423,-0.9854821022958398,0,0.0591564816670006,0.04325149567712744,0.004471462632738927,0.2273659253322647
490,Northern Ireland,-0.34251050952827083,0.0,-0.7377693186203819,0,0.5833333333333334,0.21073495370370368,0.23601041666666667,0.6666666666666666
491,Wales,-0.6777329301849015,0.0,-0.6061449942133857,0,0.3872549019607843,0.15229219497142288,0.28099240196078434,0.5661764705882353
492,England,-0.5113302357718242,-0.9518513678428432,-0.7567496369720266,0,0.21498196248196247,0.10533556893273986,0.03006272103386808,0.3353085476614888
493,Scotland,-0.8271307461748078,-1.0650471803739423,-0.9594496346250195,0,0.05704115684093437,0.03970121065732061,0.06868702966258806,0.19123470522803115
494,Northern Ireland,-0.033835046285383814,0.0,-0.7330259313819206,0,0.18253968253968247,0.18493903748368035,0.27016190476190477,0.7857142857142857
495,Wales,-0.731770952342348,0.0,-0.5983502392977272,0,0.2596153846153846,0.07864559038509229,0.24497740384615385,0.28846153846153844
496,England,-0.6527251655281413,-0.8947828705780058,-0.747252318300641,0,0.02902345826687933,0.07650306256306351,-0.018441211397338043,0.2670513404723931
497,Scotland,-0.9066872915525049,-1.0650471803739423,-0.9802756087616756,0,0.197166302853909,0.061380423734280064,0.08757140229606272,0.19253779610316113
498,Northern Ireland,0.06905677479557852,0.0,-0.7164240760473067,0,0.09999999999999999,0.08564257906445401,0.12994750000000002,0.16666666666666666
499,Wales,-0.6236949080274551,0.0,-0.5983502392977272,0,0.7083333333333333,0.24338675327033168,0.5562730392156863,0.6936274509803921
500,England,-0.6123266141691937,-0.963865788319651,-0.7327689073267778,0,0.2076639956574167,0.10983333545902622,0.09743520133140886,0.465400323253194
501,Scotland,-0.28614623760646674,-1.0650471803739423,-0.9698626216933476,0,0.04869067351535793,0.04777427330901422,0.04834881696143968,0.28828861647935977
502,Northern Ireland,-0.4454023306092332,0.0,-0.7187957696665372,0,-0.2222222222222222,0.14346286943509165,0.16283888888888887,0.2777777777777778
503,Wales,-0.5696568858700086,0.0,-0.5749659745507515,0,0.19583333333333333,0.10847745686026933,0.03346229166666668,0.10250000000000001
504,England,-0.5194099460436138,-1.0089198651076805,-0.7338769278384395,0,0.2189981673497135,0.10039736604995042,0.10745561151735178,0.42707712194459463
505,Scotland,-0.2702349285309273,-1.0650471803739423,-0.9629206303144622,0,0.09598458511871076,0.02278608647194021,-0.028337545072358312,0.06706982510038537
506,Northern Ireland,-0.2396186884473085,0.0,-0.7021939143319232,0,0.6904761904761904,0.008042929292929282,0.28332142857142856,0.4047619047619047
507,Wales,-0.4615808415551156,0.0,-0.5727389017177063,0,-0.048333333333333346,0.11107914939227438,0.008193166666666675,0.06666666666666665
508,England,-1.0445911137099344,-0.969872998558055,-0.7321357527486855,0,0.1658014088516481,0.0996023670766137,0.026221306225771825,0.29372856144387244
509,Scotland,-0.9225986006280443,-1.0130149833870141,-0.9507721454014127,0,-0.04463063817902528,0.07011245489487007,0.04096021226085743,-0.09769585253456223
510,Northern Ireland,-1.1656450781759695,0.0,-0.7377693186203819,0,0.5,0.08541666666666665,0.053233333333333334,-0.16666666666666666
511,Wales,-0.4075428193976691,0.0,-0.5894419479655459,0,0.2617924528301887,0.02608169587376175,0.19631108490566038,0.6698113207547169
512,England,-0.9314751699048808,-0.9128045012932176,-0.7312651652038085,0,-0.021019726038054486,0.05865236483932357,-0.06728368276341205,0.29224736814179625
513,Scotland,-0.8112194370992682,-1.0650471803739423,-0.9906885958300038,0,-0.04442117022762182,0.014150057376989713,-0.06825950565563466,0.1300097751710655
514,Northern Ireland,-0.7540777938521201,0.0,-0.7377693186203819,0,-0.7222222222222222,0.05662037037037035,-0.2552111111111111,0.8333333333333334
515,Wales,-0.515618863712562,0.0,-0.5983502392977272,0,0.505,0.2951904374312856,0.398858125,0.665
516,England,-0.624446179576878,-0.9848910241540648,-0.7395753190412708,0,0.18410591980416477,0.0875187069683461,-0.005691074151995204,0.34267153154690133
517,Scotland,-0.6361950372683345,-1.0650471803739423,-0.9924240936747251,0,0.03427507203598285,0.05201144608489641,0.008104862253144987,0.25245625131773136
518,Northern Ireland,-0.2396186884473085,0.0,-0.7377693186203819,0,0.023809523809523798,0.15255786730276522,0.24882976190476191,0.14285714285714288
519,Wales,-0.29946677508277614,0.0,-0.5727389017177063,0,0.2617647058823529,0.09410108370999916,0.0518475,0.42205882352941176
520,England,-0.7537215439255107,-0.9878946292732668,-0.7450362772773176,0,0.15812005576012367,0.07935207719961958,0.025433065350325967,0.22428071951628825
521,Scotland,-0.1111218377755329,-1.0650471803739423,-0.9906885958300038,0,0.0201910676293978,0.00032843656731628454,0.015919529970345913,-0.03547812086711518
522,Northern Ireland,-1.0627532570950071,0.0,-0.7164240760473067,0,0.16666666666666666,-0.005555555555555533,0.09531666666666666,0.5
523,Wales,-0.515618863712562,0.0,-0.5994637757142499,0,0.044217687074829926,-0.014267357928470836,0.011971619897959203,0.47619047619047616
524,England,-0.47093168441287653,-0.963865788319651,-0.732927195971301,0,0.21800223359345017,0.10421869361973081,0.06360052347118339,0.387012863240841
525,Scotland,-0.5089045646640189,-1.0650471803739423,-0.9594496346250195,0,0.051066920456822276,0.016303230820286514,-0.05214434315100515,0.051367461430575016
526,Northern Ireland,-0.13672686736634615,0.0,-0.7164240760473067,0,-0.09999999999999999,0.018324314574314524,-0.0014600000000000203,-0.033333333333333326
527,Wales,-0.13735270861043666,0.0,-0.5872148751325007,0,0.007352941176470576,0.08033604972923511,-0.027980479691876715,0.3742997198879552
528,England,-0.28509834816171686,-1.0029126548692766,-0.7240630318780077,0,0.11182005768077556,0.059781240989064656,0.023666994492792217,0.2835028549215285
529,Scotland,0.2389269618863348,-1.0650471803739423,-0.9681271238486263,0,-0.023093465674110837,0.03266973191924967,0.04452612641301352,0.04171491590846429
530,Northern Ireland,-0.2396186884473085,0.0,-0.7187957696665372,0,0.041666666666666664,-0.21771284271284272,-0.189125,-0.2916666666666667
531,Wales,-0.5696568858700086,0.0,-0.6128262127125217,0,-0.3308823529411765,0.2181017927215078,-0.07737009803921568,-0.12990196078431374
532,England,-0.25681936221045343,-0.9308261320084293,-0.7239047432334845,0,0.19013845006667973,0.08921152898578234,0.07794101054670344,0.38589427651030517
533,Scotland,-0.6521063463438739,-1.0650471803739423,-0.9455656518672487,0,0.14011220196353433,0.0041059224016783795,-0.06959722378058282,0.26674458469689877
534,Northern Ireland,-0.2396186884473085,0.0,-0.7140523824280761,0,0.5,0.0241567030852745,0.12496388888888889,0.5
535,Wales,-0.4075428193976691,0.0,-0.5938960936316366,0,0.7020440251572326,0.1657415905921581,0.3626323506289308,0.6878930817610063
